product_area,sub_product_area,signal_name,default_priority,metric_name,type,definition_table,value_min,value_max,delta_min,delta_max,delta_velocity_min,delta_velocity_max,documentation_link,obd_value,metric_table,metric_column,exported_to_data_lake,is_applicable_ice,is_applicable_hydrogen,is_applicable_hybrid,is_applicable_phev,is_applicable_bev,is_applicable_unknown
Material Spreader,General Information,Wet Spread Rate,50,salt_spreader_spread_rate_wet,salt_spreader_spread_rate_wet,,0.000000,282000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5883646/VDP+Material+Spreader,,kinesisstats.osdsaltspreaderspreadratewetmilliliterspermeter,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Internal,Command Scheduler Debug,100,command_scheduler_stats,command_scheduler_stats,,,,,,,,,,kinesisstats.osdcommandschedulerstats,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Device Dimensions,Firmware Build,100,hub_server_device_heartbeat_device_hello_build,hub_server_device_heartbeat_device_hello_build,,,,,,,,,,kinesisstats.osdhubserverdeviceheartbeat,value.proto_value.hub_server_device_heartbeat.connection.device_hello.build,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Accelerator Pedal Position,1000,accelerator_pedal_position_deci_percent,accelerator_pedal_position_deci_percent,,,,,,,,,,kinesisstats.osdacceleratorpedalpositiondecipercent,value.int_value,False,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Actual Engine Ignition Timing,1000,actual_ignition_timing_nano_degrees,actual_ignition_timing_nano_degrees,,,,,,,,,,kinesisstats.osdactualignitiontimingnanodegrees,value.int_value,False,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Advanced Emergency Braking System State,1000,j1939_aebs1_advanced_emergency_braking_system_state_state,j1939_aebs1_advanced_emergency_braking_system_state_state,,,,,,,,,,kinesisstats.osdj1939aebs1advancedemergencybrakingsystemstatestate,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Aftertreatment 1 DEF Tank Level,1000,aftertreatment_1_diesel_exhaust_fluid_tank_level_micrometer,aftertreatment_1_diesel_exhaust_fluid_tank_level_micrometer,,,,,,,,,,kinesisstats.osdaftertreatment1dieselexhaustfluidtanklevelmicrometer,value.int_value,False,True,False,True,True,False,False
Vehicle Diagnostics,General Information,Aftertreatment 1 DEF Tank Volume,1000,aftertreatment_1_diesel_exhaust_fluid_tank_volume_decipercent,aftertreatment_1_diesel_exhaust_fluid_tank_volume_decipercent,,,,,,,,,,kinesisstats.osdaftertreatment1dieselexhaustfluidtankvolumedecipercent,value.int_value,False,True,False,True,True,False,False
Vehicle Diagnostics,General Information,Aftertreatment Regen Inhibited,1000,aftertreatment_regeneration_inhibit_switch_state,aftertreatment_regeneration_inhibit_switch_state,,,,,,,,,,kinesisstats.osdaftertreatmentregenerationinhibitswitchstate,value.int_value,False,True,True,True,True,False,False
Refridgeration Units,General Information,Reefer Alarms,50,reefer_alarms,reefer_alarms,,,,,,,,,,kinesisstats.osdreeferalarms,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Ambient Air Temperature,50,reefer_ambient_air_temp_milli_c,reefer_ambient_air_temp_milli_c,,,,,,,,,,kinesisstats.osdreeferambientairtempmillic,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Apparent Power,50,apparent_power_volt_ampere,apparent_power_volt_ampere,,,,,,,,,77,kinesisstats.osdapparentpowervoltampere,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Average AC Current,50,average_ac_current_milli_amps,average_ac_current_milli_amps,,0.000000,64254500.000000,,,,,,56,kinesisstats.osdaverageaccurrentmilliamps,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Average AC Frequency,50,average_ac_frequency_micro_hertz,average_ac_frequency_micro_hertz,,0.000000,501988281.300000,,,,,,57,kinesisstats.osdaverageacfrequencymicrohertz,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Barometric Pressure,50,barometer_pa,barometer_pa,,0.000000,254500.000000,,,,,,17,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.barometer_pa,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Battery Potential,50,battery_potential_switched_milli_v,battery_potential_switched_milli_v,,0.000000,3212725.000000,,,,,,60,kinesisstats.osdbatterypotentialswitchedmilliv,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Battery Voltage,50,reefer_batt_voltage_milli_v,reefer_batt_voltage_milli_v,,,,,,,,,,kinesisstats.osdreeferbattvoltagemilliv,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Boost Pressure,50,boost_pressure_pa,boost_pressure_pa,,0.000000,499000.000000,,,,,,,kinesisstats.osdboostpressurepa,value.int_value,True,True,False,False,False,False,False
Vehicle Diagnostics,General Information,Boost Pressure Turbocharger,50,boost_pressure_turbocharger_1_pa,boost_pressure_turbocharger_1_pa,,0.000000,8031812.500000,,,,,,,kinesisstats.osdboostpressureturbocharger1pa,value.int_value,True,True,False,True,True,False,False
Vehicle Diagnostics,General Information,Boost Pressure Turbocharger 2,50,boost_pressure_turbocharger_2_pa,boost_pressure_turbocharger_2_pa,,0.000000,8031812.500000,,,,,,,kinesisstats.osdboostpressureturbocharger2pa,value.int_value,True,True,False,True,True,False,False
Vehicle Diagnostics,Eco Driving,Brake Events,50,delta_brake_events,delta_brake_events,,0.000000,600000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5818493/VDP+EcoDriving,,kinesisstats.osddeltabrakeevents,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Carrier Status,50,reefer_pretrip_status_overall_status,reefer_pretrip_status_overall_status,,0.000000,6.000000,,,,,,,kinesisstats.osdreeferpretripstatus,value.proto_value.reefer_pretrip_status.carrier.overall_status,True,True,True,True,True,True,True
Vehicle Diagnostics,Fuel and Energy,Consumption Rate Debug,50,fuel_consumption_rate_ml_per_hour,fuel_consumption_rate_ml_per_hour,,0.000000,3875939970.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/4621773/VDP+Fuel+Consumption,4,kinesisstats.osdfuelconsumptionratemlperhour,value.int_value,True,True,True,True,True,False,False
Refridgeration Units,General Information,Reefer Controller Type,50,reefer_attached_controller,reefer_attached_controller,,,,,,,,,,kinesisstats.osdreeferattachedcontroller,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Delivery Pressure,50,fuel_delivery_pressure_k_pa,fuel_delivery_pressure_k_pa,,0.000000,998.000000,,,,,,,kinesisstats.osdfueldeliverypressurekpa,value.int_value,True,True,True,True,True,False,False
Refridgeration Units,General Information,Reefer Display Air Temperature,50,reefer_display_air_temp_milli_c,reefer_display_air_temp_milli_c,,-38000.000000,70000.000000,,,,,,,kinesisstats.osdreeferdisplayairtempmillic,value.int_value,False,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Door Open,50,reefer_door_open,reefer_door_open,,0.000000,1.000000,,,,,,,kinesisstats.osdreeferdooropen,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Door Open Zone 1,50,reefer_door_open_zone_1,reefer_door_open_zone_1,,0.000000,1.000000,,,,,,,kinesisstats.osdreeferdooropenzone1,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Door Open Zone 2,50,reefer_door_open_zone_2,reefer_door_open_zone_2,,0.000000,1.000000,,,,,,,kinesisstats.osdreeferdooropenzone2,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Door Open Zone 3,50,reefer_door_open_zone_3,reefer_door_open_zone_3,,0.000000,1.000000,,,,,,,kinesisstats.osdreeferdooropenzone3,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,EU Compliance,Download Error,50,tachograph_download_error,tachograph_download_error,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/4621773/VDP+Fuel+Consumption,,kinesisstats.osdtachographdownloaderror,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,EU Compliance,Driver Info,50,tachograph_driver_info,tachograph_driver_info,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/4621773/VDP+Fuel+Consumption,,kinesisstats.osdtachographdriverinfo,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,EU Compliance,Driver State,50,tachograph_driver_state,tachograph_driver_state,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/4621773/VDP+Fuel+Consumption,,kinesisstats.osdtachographdriverstate,value.int_value,True,True,True,True,True,True,True
Material Spreader,General Information,Dry Spread Rate,50,salt_spreader_rate_dry_milligrams_per_meter,salt_spreader_rate_dry_milligrams_per_meter,,0.000000,282000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5883646/VDP+Material+Spreader,,kinesisstats.osdsaltspreaderratedrymilligramspermeter,value.int_value,False,True,True,True,True,True,True
Vehicle Diagnostics,General Information,ECU History,50,ecu_history_total_run_time_sec,ecu_history_total_run_time_sec,,,,,,,,,,kinesisstats.osdecuhistorytotalruntime,value.int_value,False,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Electric Hours,50,reefer_electric_hours,reefer_electric_hours,,,,,,,,,,kinesisstats.osdreeferelectrichours,value.int_value,False,True,True,True,True,True,True
Vehicle Diagnostics,Maintenance,12V Battery Voltage - Cable,1,cable_voltage,cable_voltage,,0.000000,48.000000,,,,,,,kinesisstats.osdcablevoltage,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Maintenance,Engine Faults,50,j1939_d2_status,j1939_d2_status,,,,,,,,,,kinesisstats.osdj1939d2status,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Engine Hours Zone 2,50,reefer_engine_hours_zone_2,reefer_engine_hours_zone_2,,0.000000,99999.000000,,,,,,,kinesisstats.osdreeferenginehourszone2,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Engine Oil Temperature,50,engine_oil_temp_micro_c,engine_oil_temp_micro_c,,-272984375.000000,1734953125.000000,,,,,,,kinesisstats.osdengineoiltempmicroc,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Fuel Economy,50,fuel_economy_meters_per_k_g,fuel_economy_meters_per_k_g,,0.000000,125497.070300,,,,,,152,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.fuel_economy_meters_per_k_g,True,True,True,True,True,False,False
Refridgeration Units,General Information,Reefer Fuel Level Percent,50,reefer_fuel_level_percent,reefer_fuel_level_percent,,0.000000,100.000000,,,,,,,kinesisstats.osdreeferfuellevelpercent,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Fuel Temperature,50,fuel_temp_milli_c,fuel_temp_milli_c,,-39500.000000,209500.000000,,,,,,150,kinesisstats.osdenginegauge,value.proto_value.engine_gauge_event.fuel_temp_milli_c,True,True,True,True,True,False,False
Material Spreader,General Information,Ground Speed,50,salt_spreader_ground_speed_milli_knots,salt_spreader_ground_speed_milli_knots,,0.000000,69518.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5883646/VDP+Material+Spreader,,kinesisstats.osdsaltspreadergroundspeedmilliknots,value.int_value,True,True,True,True,True,True,True
Material Spreader,General Information,Ground Temperature,50,salt_spreader_ground_temp_milli_c,salt_spreader_ground_temp_milli_c,,-40000.000000,40000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5883646/VDP+Material+Spreader,,kinesisstats.osdsaltspreadergroundtempmillic,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Heartbeat,50,reefer_heartbeat,reefer_heartbeat,,,,,,,,,,kinesisstats.osdreeferheartbeat,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Power Status,50,reefer_power_status,reefer_power_status,,,,,,,,,,kinesisstats.osdreeferpowerstatus,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Pretrip Status,50,reefer_pretrip_status,reefer_pretrip_status,,,,,,,,,,kinesisstats.osdreeferpretripstatus,value.int_value,True,True,True,True,True,True,True
Material Spreader,General Information,Prewet Material Spread - Quantity,50,salt_spreader_quantity_spread_prewet_milliliters,salt_spreader_quantity_spread_prewet_milliliters,,0.000000,999999999999.000000,0.000000,999999999999.000000,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5883646/VDP+Material+Spreader,,kinesisstats.osdsaltspreaderquantityspreadprewetmilliliters,value.int_value,True,True,True,True,True,True,True
Material Spreader,General Information,Prewet Material Spread - Rate per Tonne,50,salt_spreader_spread_rate_prewet_liters_per_tonne,salt_spreader_spread_rate_prewet_liters_per_tonne,,0.000000,282000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5883646/VDP+Material+Spreader,,kinesisstats.osdsaltspreaderspreadrateprewetlitersperTonne,value.int_value,False,True,True,True,True,True,True
Material Spreader,General Information,Prewet Material Spread - Rate per Meter,50,salt_spreader_spread_rate_prewet_milliliters_per_meter,salt_spreader_spread_rate_prewet_milliliters_per_meter,,0.000000,282000.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5883646/VDP+Material+Spreader,,kinesisstats.osdsaltspreaderspreadrateprewetmilliliterspermeter,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Internal,Raw State of Charge,50,ev_raw_state_of_charge_milli_percent,ev_raw_state_of_charge_milli_percent,,,,,,,,,,kinesisstats.osdevrawstateofchargemillipercent,value.int_value,True,False,False,True,True,True,False
Refridgeration Units,General Information,Reefer Run Mode,50,reefer_run_mode,reefer_run_mode,,,,,,,,,,kinesisstats.osdreeferrunmode,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Road Engine Hours Zone 1,50,reefer_road_hours_zone_1,reefer_road_hours_zone_1,,0.000000,99999.000000,,,,,,,kinesisstats.osdreeferroadhourszone1,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Road Engine Hours Zone 2,50,reefer_road_hours_zone_2,reefer_road_hours_zone_2,,0.000000,99999.000000,,,,,,,kinesisstats.osdreeferroadhourszone2,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Service Distance,50,distance_service_meters,distance_service_meters,,-160635000.000000,160637500.000000,,,,,,,kinesisstats.osddistanceservicemeters,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Set Point Temperature,50,set_point_temp_milli_c,set_point_temp_milli_c,,-30000.000000,30000.000000,,,,,,,kinesisstats.osdsetpointtempmillic,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Set Point Temperature Zone 2,50,set_point_temp_milli_c_zone_2,set_point_temp_milli_c_zone_2,,-30000.000000,30000.000000,,,,,,,kinesisstats.osdsetpointtempmilliczone2,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Set Point Temperature Zone 3,50,set_point_temp_milli_c_zone_3,set_point_temp_milli_c_zone_3,,-30000.000000,30000.000000,,,,,,,kinesisstats.osdsetpointtempmilliczone3,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Smog Check Results,50,smog_check_results,smog_check_results,,,,,,,,,,kinesisstats.osdsmogcheckresults,value.int_value,True,True,False,False,False,False,False
Material Spreader,General Information,Spreading State,50,salt_spreader_state,salt_spreader_state,,0.000000,2.000000,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5883646/VDP+Material+Spreader,,kinesisstats.osdsaltspreaderstate,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer State,50,reefer_state,reefer_state,,0.000000,3.000000,,,,,,,kinesisstats.osdreeferstate,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer State Zone 1,50,reefer_state_zone_1,reefer_state_zone_1,,0.000000,3.000000,,,,,,,kinesisstats.osdreeferstatezone1,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer State Zone 2,50,reefer_state_zone_2,reefer_state_zone_2,,0.000000,3.000000,,,,,,,kinesisstats.osdreeferstatezone2,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer State Zone 3,50,reefer_state_zone_3,reefer_state_zone_3,,0.000000,3.000000,,,,,,,kinesisstats.osdreeferstatezone3,value.int_value,True,True,True,True,True,True,True
Refridgeration Units,General Information,Reefer Thermoking IBOX Attached Controller,50,reefer_attached_controller_thermo_king_ibox_attached,reefer_attached_controller_thermo_king_ibox_attached,,0.000000,24.000000,,,,,,,kinesisstats.osdreeferattachedcontroller,value.proto_value.reefer_attached_controller.thermo_king_ibox_attached_controller,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Torque Percent,50,torque_percent,torque_percent,,-125.500000,125.500000,,,,,,,kinesisstats.osdtorquepercent,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Total Apparent Power,50,total_apparent_power_volt_ampere,total_apparent_power_volt_ampere,,-2000000000.000000,2211081215.000000,,,,,,,kinesisstats.osdtotalapparentpowervoltampere,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Total KWH Exported,50,total_kwh_exported,total_kwh_exported,,0.000000,4211081215.000000,,,,,,,kinesisstats.osdtotalkwhexported,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Total Power,50,total_power_kw,total_power_kw,,0.000000,32127.250000,,,,,,,kinesisstats.osdtotalpowerkw,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Total Reactive Power,50,total_reactive_power_volt_ampere_reactive,total_reactive_power_volt_ampere_reactive,,-2000000000.000000,2211081215.000000,,,,,,,kinesisstats.osdtotalreactivepowervoltampereactive,value.int_value,False,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Total Real Power,50,total_real_power_watt,total_real_power_watt,,-2000000000.000000,2211081215.000000,,,,,,,kinesisstats.osdtotalrealpowerwatt,value.int_value,True,True,True,True,True,False,False
Material Spreader,General Information,Salt Spreader Type,50,salt_spreader_type,salt_spreader_type,definitions.salt_spreader_type,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5883646/VDP+Material+Spreader,,kinesisstats.osdsaltspreadertype,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Vehicle Network Connection,50,can_connected,can_connected,,0.000000,5.000000,,,,,,,kinesisstats.osdcanconnected,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Air Filter Pressure,1000,air_filter_diff_pressure_pa,air_filter_diff_pressure_pa,,,,,,,,,,kinesisstats.osdairfilterdiffpressurepa,value.int_value,False,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Analog Input Current 1,1000,j1939_prop_analog_input_current_1_micro_amps,j1939_prop_analog_input_current_1_micro_amps,,,,,,,,,,kinesisstats.osdj1939propanaloginputcurrent1microamps,value.int_value,True,True,True,True,True,True,False
Vehicle Diagnostics,General Information,Analong Input Current 2,1000,j1939_prop_analog_input_current_2_micro_amps,j1939_prop_analog_input_current_2_micro_amps,,,,,,,,,,kinesisstats.osdj1939propanaloginputcurrent2microamps,value.int_value,True,True,True,True,True,True,False
Vehicle Diagnostics,General Information,Analog Input Current 3,1000,j1939_prop_analog_input_current_3_micro_amps,j1939_prop_analog_input_current_3_micro_amps,,,,,,,,,,kinesisstats.osdj1939propanaloginputcurrent3microamps,value.int_value,True,True,True,True,True,True,False
Vehicle Diagnostics,General Information,Analog Input Voltage 1,1000,j1939_prop_analog_input_voltage_1_milli_volts,j1939_prop_analog_input_voltage_1_milli_volts,,,,,,,,,,kinesisstats.osdj1939propanaloginputvoltage1millivolts,value.int_value,True,True,True,True,True,True,False
Vehicle Diagnostics,General Information,Analog Input Voltage 2,1000,j1939_prop_analog_input_voltage_2_milli_volts,j1939_prop_analog_input_voltage_2_milli_volts,,,,,,,,,,kinesisstats.osdj1939propanaloginputvoltage2millivolts,value.int_value,True,True,True,True,True,True,False
Vehicle Diagnostics,General Information,Analog Input Voltage 3,1000,j1939_prop_analog_input_voltage_3_milli_volts,j1939_prop_analog_input_voltage_3_milli_volts,,,,,,,,,,kinesisstats.osdj1939propanaloginputvoltage3millivolts,value.int_value,True,True,True,True,True,True,False
Vehicle Diagnostics,General Information,Collision Warning Lvel,1000,j1939_aebs1_collision_warning_level_state,j1939_aebs1_collision_warning_level_state,,,,,,,,,,kinesisstats.osdj1939aebs1collisionwarninglevelstate,value.int_value,True,True,True,True,True,True,True
Industrial,General Information,Compressor Discharge Temperature,1000,sullair_compressor_discharge_temp_micro_celsius,sullair_compressor_discharge_temp_micro_celsius,,,,,,,,,,kinesisstats.osdsullaircompressordischargetempmicrocelsius,value.int_value,False,True,True,True,True,True,True
Industrial,General Information,Compressor Fuel Level,1000,sullair_compressor_fuel_level_deci_percent,sullair_compressor_fuel_level_deci_percent,,,,,,,,,,kinesisstats.osdsullaircompressorfuelleveldecipercent,value.int_value,False,True,True,True,True,True,True
Industrial,General Information,Compressor P1 Pressure,1000,sullair_compressor_p1_pressure_pa,sullair_compressor_p1_pressure_pa,,,,,,,,,,kinesisstats.osdsullaircompressorp1pressurepa,value.int_value,False,True,True,True,True,True,True
Industrial,General Information,Compressor P2 Pressure,1000,sullair_compressor_p2_pressure_pa,sullair_compressor_p2_pressure_pa,,,,,,,,,,kinesisstats.osdsullaircompressorp2pressurepa,value.int_value,False,True,True,True,True,True,True
Industrial,General Information,Compressor P3 Pressure,1000,sullair_compressor_p3_pressure_pa,sullair_compressor_p3_pressure_pa,,,,,,,,,,kinesisstats.osdsullaircompressorp3pressurepa,value.int_value,False,True,True,True,True,True,True
Vehicle Diagnostics,Internal,Custom OBD,1000,custom_obd_start,custom_obd_start,,,,,,,,,,kinesisstats.osdcustomobdstart,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,DEF Active Regen Inhibitied,1000,diesel_particulate_filter_active_regeneration_inhibited_due_to_inhibit_switch_state,diesel_particulate_filter_active_regeneration_inhibited_due_to_inhibit_switch_state,,,,,,,,,,kinesisstats.osddieselparticulatefilteractiveregenerationinhibitedduetoinhibitswitchstate,value.int_value,False,True,False,False,False,False,False
Vehicle Diagnostics,General Information,DEF Active Regen Inhibitied State,1000,diesel_particulate_filter_active_regeneration_inhibited_status_state,diesel_particulate_filter_active_regeneration_inhibited_status_state,,,,,,,,,,kinesisstats.osddieselparticulatefilteractiveregenerationinhibitedstatusstate,value.int_value,False,True,False,False,False,False,False
Vehicle Diagnostics,General Information,Desired Engine Ignition Timing,1000,engine_desired_ignition_timing_nano_degrees,engine_desired_ignition_timing_nano_degrees,,,,,,,,,,kinesisstats.osdenginedesiredignitiontimingnanodegrees,value.int_value,False,True,True,True,True,False,False
Vehicle Diagnostics,Electric Vehicles,Display State of Charge,1000,ev_high_capacity_battery_display_state_of_charge_milli_percent,ev_high_capacity_battery_display_state_of_charge_milli_percent,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osdevhighcapacitybatterydisplaystateofchargemillipercent,value.int_value,False,False,False,True,True,True,False
Vehicle Diagnostics,General Information,DPF Regeneration Active,1000,j1939_dpf_regen_active_status,j1939_dpf_regen_active_status,,,,,,,,,,kinesisstats.osdj1939dpfregenactivestatus,value.int_value,True,True,False,False,False,False,False
Vehicle Diagnostics,General Information,DPF Regeneration Forced,1000,j1939_dpf_regen_forced_status,j1939_dpf_regen_forced_status,,,,,,,,,,kinesisstats.osdj1939dpfregenforcedstatus,value.int_value,True,True,False,False,False,False,False
Vehicle Diagnostics,General Information,DPF Regeneration Needed,1000,j1939_dpf_regen_needed_status,j1939_dpf_regen_needed_status,,,,,,,,,,kinesisstats.osdj1939dpfregenneededstatus,value.int_value,True,True,False,False,False,False,False
Vehicle Diagnostics,General Information,DPF Regeneration Passive,1000,j1939_dpf_regen_passive_status,j1939_dpf_regen_passive_status,,,,,,,,,,kinesisstats.osdj1939dpfregenpassivestatus,value.int_value,True,True,False,False,False,False,False
Vehicle Diagnostics,General Information,Driver Alertness,1000,j1939_fli1_driver_alertness_warning,j1939_fli1_driver_alertness_warning,,,,,,,,,,kinesisstats.osdj1939fli1driveralertnesswarning,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,ELD Odometer Meters,1000,eld_odometer_meters,eld_odometer_meters,,,,,,,,,,kinesisstats.osdeldodometermeters,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,Electric Vehicles,Energy Remaining,1000,ev_high_capacity_battery_remaining_energy_wh,ev_high_capacity_battery_remaining_energy_wh,,,,,,,,https://samsara.atlassian-us-gov-mod.net/wiki/spaces/RD/pages/5695980/VDP+Electric+Vehicles,,kinesisstats.osdevhighcapacitybatteryremainingenergywh,value.int_value,True,False,False,True,True,True,False
Vehicle Diagnostics,General Information,Engine Oil Level,1000,engine_oil_level_deci_percent,engine_oil_level_deci_percent,,,,,,,,,,kinesisstats.osdengineoilleveldecipercent,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Engine Throttle Actuator Control Command Percent,1000,engine_throttle_actuator_1_control_command_micro_percent,engine_throttle_actuator_1_control_command_micro_percent,,,,,,,,,,kinesisstats.osdenginethrottleactuator1controlcommandmicropercent,value.int_value,False,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Engine Total Fuel Used,1000,engine_total_fuel_used_milli_liters,engine_total_fuel_used_milli_liters,,,,,,,,,,kinesisstats.osdenginetotalfuelusedmilliliters,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Engine Total Idle Fuel Used,1000,engine_total_idle_fuel_used_milli_liters,engine_total_idle_fuel_used_milli_liters,,,,,,,,,,kinesisstats.osdenginetotalidlefuelusedmilliliters,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Engine Total Idle Time,1000,engine_total_idle_time_minutes,engine_total_idle_time_minutes,,,,,,,,,,kinesisstats.osdenginetotalidletimeminutes,value.int_value,True,True,True,True,True,True,True
Vehicle Diagnostics,General Information,Exhaust Manifold Temperature Bank 1,1000,engine_exhaust_manifold_bank_1_temp_1_micro_celsius,engine_exhaust_manifold_bank_1_temp_1_micro_celsius,,,,,,,,,,kinesisstats.osdengineexhaustmanifoldbank1temp1microcelsius,value.int_value,False,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Exhaust Manifold Temperature Bank 2,1000,engine_exhaust_manifold_bank_2_temp_1_micro_celsius,engine_exhaust_manifold_bank_2_temp_1_micro_celsius,,,,,,,,,,kinesisstats.osdengineexhaustmanifoldbank2temp1microcelsius,value.int_value,False,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Exhaust Temperature,1000,engine_exhaust_temp_micro_c,engine_exhaust_temp_micro_c,,,,,,,,,,kinesisstats.osdengineexhausttempmicroc,value.int_value,False,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Fuel Level Tank 1,1000,fuel_level_1_deci_percent,fuel_level_1_deci_percent,,,,,,,,,,kinesisstats.osdfuellevel1decipercent,value.int_value,True,True,True,True,True,False,False
Vehicle Diagnostics,General Information,Intercooler Temperature,1000,engine_intercooler_temp_c,engine_intercooler_temp_c,,,,,,,,,,kinesisstats.osdengineintercoolertempc,value.int_value,False,True,False,False,False,False,False
Vehicle Diagnostics,General Information,Lane Departure Imminent Left Side,1000,j1939_fli1_lane_departure_imminent_left_side_state,j1939_fli1_lane_departure_imminent_left_side_state,,,,,,,,,,kinesisstats.osdj1939fli1lanedepartureimminentleftsidestate,value.int_value,False,True,True,True,True,True,True
